,Cutoff Frequency,Prominance,R_Square,Normal_rate,Normal,Falsepos,Missing
357,0.8,8,0.9978044427394874,0.49382716049382713,40,39,2
358,0.8,9,0.9978044427394874,0.5194805194805194,40,35,2
359,0.8,10,0.9978044427394874,0.5555555555555556,40,30,2
360,0.8,11,0.9978044427394874,0.5797101449275363,40,27,2
361,0.8,12,0.9978044427394874,0.6060606060606061,40,24,2
362,0.8,13,0.9978044427394874,0.6349206349206349,40,21,2
363,0.8,14,0.9978044427394874,0.6557377049180327,40,19,2
364,0.8,15,0.9978044427394874,0.6896551724137931,40,16,2
365,0.8,16,0.9978044427394874,0.7017543859649122,40,15,2
366,0.8,17,0.9978044427394874,0.7142857142857143,40,14,2
367,0.8,18,0.9978044427394874,0.7272727272727273,40,13,2
368,0.8,19,0.9978044427394874,0.7272727272727273,40,13,2
369,0.8,20,0.9978044427394874,0.7272727272727273,40,13,2
370,0.8,21,0.9978044427394874,0.7272727272727273,40,13,2
371,0.8,22,0.9978044427394874,0.7272727272727273,40,13,2
372,0.8,23,0.9978044427394874,0.7272727272727273,40,13,2
373,0.8,24,0.9978044427394874,0.7407407407407407,40,12,2
374,0.8,25,0.9978044427394874,0.7843137254901961,40,9,2
375,0.8,26,0.9978044427394874,0.8,40,8,2
376,0.8,27,0.9978044427394874,0.8,40,8,2
377,0.8,28,0.9978044427394874,0.8,40,8,2
378,0.8,29,0.9978044427394874,0.8,40,8,2
379,0.8,30,0.9978044427394874,0.8,40,8,2
380,0.8,31,0.9978044427394874,0.8,40,8,2
381,0.8,32,0.9976761856635773,0.7959183673469388,39,7,3
382,0.8,33,0.9976761856635773,0.7959183673469388,39,7,3
383,0.8,34,0.9976738690356967,0.7755102040816326,38,7,4
384,0.8,35,0.9976738690356967,0.7755102040816326,38,7,4
